tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
-0.60882,-0.7809,-0.36984,0.06479,-0.68353,-0.0012396,-0.38374,0.12308
-0.61746,0.23434,0.49211,0.17153,-0.60499,-0.00033471,-0.30867,-0.16462
-0.61574,0.16242,-0.20359,0.056446,-0.66363,-0.00046306,-0.38355,0.1874
-0.61233,-0.71288,0.36433,0.090976,-0.64988,-0.0067522,-0.40342,-0.15313
-0.61897,0.86582,0.074727,0.058014,-0.64496,-0.038904,-0.46826,0.12503
-0.6137,-1.1288,-0.0052203,0.042213,-0.69183,-0.037646,-0.60087,-0.061452
-0.61643,1.0199,0.35133,0.077828,-0.62069,-0.042427,-0.57848,0.011173
-0.61694,-1.3022,-0.24057,-0.026884,-0.70725,-0.046181,-0.72845,0.074816
-0.61352,0.83583,0.55616,0.031969,-0.61359,-0.046432,-0.71197,-0.11964
-0.61856,-0.55193,-0.17567,-0.10012,-0.68846,-0.050211,-0.79311,0.19307
-0.6164,0.13453,0.52876,-0.0025478,-0.63222,-0.048479,-0.75579,-0.16279
-0.61403,0.33555,0.022204,-0.028329,-0.6596,-0.050808,-0.77589,0.18013
-0.61757,-0.6889,0.35684,0.024236,-0.6616,-0.048466,-0.71397,-0.13038
-0.6131,1.0411,0.32975,0.048495,-0.66085,-0.048626,-0.66889,0.12666
-0.61729,-1.1648,0.18912,0.020986,-0.76661,-0.048517,-0.6783,0.026238
-0.61613,1.276,0.52936,0.13341,-0.67245,-0.048113,-0.5005,-0.040959
-0.61332,-1.1575,-0.14843,-0.011964,-0.79527,-0.046399,-0.55669,0.21899
-0.6194,0.65068,0.60083,0.059459,-0.70835,-0.044923,-0.39207,-0.15836
-0.61209,-0.53503,0.049185,-0.098923,-0.74859,-0.046425,-0.35348,0.23863
-0.62002,-0.20614,0.55678,-0.01233,-0.7219,-0.045065,-0.27071,-0.16798
-0.6133,0.42704,0.057587,-0.058061,-0.76219,-0.047022,-0.29866,0.19451
-0.6162,-1.2091,0.16186,-0.019035,-0.80835,-0.048389,-0.37313,-0.085205
-0.61732,1.0385,0.17107,0.029618,-0.76006,-0.049435,-0.38787,0.072626
-0.61228,-1.6217,-0.17491,-0.016318,-0.8677,-0.051566,-0.58605,0.10694
-0.61966,0.98421,0.43182,0.1286,-0.76278,-0.051553,-0.57626,-0.096766
-0.61212,-1.4048,-0.21379,0.042477,-0.87991,-0.05668,-0.78148,0.1812
-0.6159,0.19176,0.42872,0.17581,-0.78242,-0.053266,-0.80076,-0.17878
-0.61626,-0.30618,-0.21375,0.013214,-0.88291,-0.056366,-0.9212,0.26645
-0.61328,-0.73088,0.33755,0.054725,-0.84675,-0.055474,-0.91194,-0.14048
-0.6172,0.56786,0.12779,0.038604,-0.84387,-0.057572,-0.92311,0.16263
-0.61449,-1.729,0.12309,0.073326,-0.91459,-0.056565,-0.91731,-0.025845
-0.61428,0.83481,0.34766,0.14973,-0.79153,-0.055538,-0.69926,0.012852
-0.61768,-1.6198,-0.11486,0.052239,-0.89642,-0.055487,-0.65384,0.12335
-0.61203,0.89084,0.5091,0.11358,-0.81355,-0.048992,-0.43536,-0.11502
-0.61678,-0.88455,-0.23888,-0.0021881,-0.967,-0.049782,-0.47434,0.22138
-0.61488,0.093418,0.44667,0.13004,-0.88686,-0.043711,-0.30181,-0.16236
-0.61379,-0.075384,-0.22388,0.099506,-0.91772,-0.046091,-0.25237,0.19003
-0.61833,-1.1177,0.17327,0.11914,-0.92582,-0.042729,-0.23227,-0.11991
-0.61162,0.90354,-0.050908,0.1011,-0.92987,-0.042318,-0.21353,0.092899
-0.61801,-1.2968,-0.20217,0.073962,-0.9996,-0.042536,-0.32445,-0.030981
-0.61438,1.0689,0.22147,0.14011,-0.93037,-0.044044,-0.3339,-0.020515
-0.61396,-1.6529,-0.61936,0.065959,-1.0782,-0.04708,-0.58216,0.070289
-0.61837,0.25138,0.4248,0.15383,-0.91762,-0.04468,-0.53908,-0.11889
-0.61123,-0.61944,-0.60245,0.022579,-1.0646,-0.049031,-0.77177,0.13145
-0.61847,-0.2437,0.37977,0.086467,-0.95682,-0.041753,-0.79275,-0.15544
-0.61292,0.22143,-0.2501,0.010125,-1.0054,-0.043832,-0.88433,0.11782
-0.61444,-1.2731,0.15958,0.024062,-1.0265,-0.038878,-0.90571,-0.1286
-0.61636,0.78842,0.16256,0.0077288,-0.98075,-0.041079,-0.84945,0.059605
-0.61197,-1.3333,-0.21173,-0.063533,-1.0984,-0.038127,-0.92867,-0.006886
-0.61716,1.036,0.52112,0.009463,-0.94132,-0.03703,-0.68382,-0.042444
-0.6131,-1.5185,-0.41908,-0.055055,-1.0829,-0.042446,-0.70929,0.11225
-0.61401,-0.035227,0.60247,0.066164,-0.98163,-0.041323,-0.48759,-0.13442
-0.61584,-0.44711,-0.19368,0.019277,-1.0684,-0.041715,-0.48064,0.1406
-0.61127,-0.80615,0.48424,0.074276,-1.0505,-0.038981,-0.36896,-0.14551
-0.61647,0.44308,-0.0052203,0.030948,-1.0945,-0.042421,-0.29351,0.11519
-0.61328,-1.3978,0.087723,0.0061745,-1.1479,-0.045771,-0.33368,-0.086909
-0.6132,0.79439,0.3165,0.01482,-1.103,-0.048845,-0.27947,0.033856
-0.61718,-1.7296,-0.074311,-0.051458,-1.1934,-0.046021,-0.35312,0.044029
-0.6108,0.72876,0.56418,0.0014023,-1.1444,-0.042709,-0.3662,-0.092458
-0.61644,-1.2842,-0.19506,-0.11397,-1.2484,-0.044968,-0.50448,0.17677
-0.61388,-0.16141,0.54782,-0.042376,-1.1937,-0.042626,-0.53093,-0.1544
-0.61223,-0.038162,-0.1207,-0.10434,-1.2461,-0.043229,-0.67651,0.19334
-0.61874,-1.0704,0.34788,0.00018834,-1.2428,-0.041792,-0.71342,-0.11757
-0.60923,0.77362,0.22926,0.067764,-1.2266,-0.039655,-0.71324,0.11305
-0.61824,-1.9312,0.17655,0.13263,-1.2784,-0.033237,-0.7642,-0.02419
-0.61264,0.55043,0.40585,0.21334,-1.2432,-0.032474,-0.70476,-0.015088
-0.61333,-1.9184,-0.16596,0.12487,-1.3408,-0.028662,-0.73756,0.10042
-0.61755,0.29601,0.52204,0.19791,-1.2869,-0.027545,-0.60734,-0.1257
-0.60976,-0.76179,-0.24974,0.090976,-1.38,-0.031126,-0.59091,0.18643
-0.6177,-0.067093,0.45609,0.13837,-1.3467,-0.029534,-0.4536,-0.15961
-0.61247,0.068373,-0.06585,0.054224,-1.3784,-0.032531,-0.40846,0.16367
-0.61328,-1.3555,0.23829,0.058405,-1.3918,-0.030516,-0.35424,-0.11877
-0.61687,0.73707,0.11466,0.062914,-1.3764,-0.034347,-0.27451,0.093678
-0.61005,-1.9351,-0.092157,0.0387,-1.4397,-0.035605,-0.30822,0.004139
-0.61684,0.68745,0.40518,0.16025,-1.3685,-0.034585,-0.26179,-0.049575
-0.61262,-1.2131,-0.14386,0.12342,-1.4434,-0.037062,-0.37009,0.11733
-0.61235,0.49782,0.51148,0.24658,-1.3722,-0.036356,-0.34918,-0.12473
-0.61619,-0.21002,-0.087885,0.15141,-1.4249,-0.039154,-0.46642,0.10896
-0.61039,-0.089577,0.45308,0.13676,-1.3953,-0.036966,-0.52135,-0.13831
-0.61525,0.6299,0.20819,0.024525,-1.4009,-0.036087,-0.62875,0.077883
-0.61465,-0.78385,0.38119,-0.015214,-1.4226,-0.031607,-0.70702,-0.089148
-0.61006,0.86966,0.44489,-0.045074,-1.3771,-0.030805,-0.66182,-0.0069347
-0.61828,-0.54594,0.11554,-0.11264,-1.4203,-0.033064,-0.72813,-0.052033
-0.60765,0.93399,0.65747,-0.081434,-1.3639,-0.031164,-0.71186,-0.061914
-0.61596,-0.19567,0.056528,-0.11118,-1.4203,-0.022084,-0.70599,-0.0010449
-0.61376,0.39008,0.73379,-0.0096901,-1.3858,-0.018496,-0.57628,-0.099054
-0.60728,0.19626,0.073391,-0.02014,-1.4226,-0.022148,-0.55852,0.028428
-0.61861,-0.15746,0.62472,0.019701,-1.4149,-0.022603,-0.53006,-0.12269
-0.60585,0.93837,0.10101,0.037942,-1.4184,-0.022963,-0.49622,0.017817
-0.61637,-0.22063,0.077785,0.050846,-1.446,-0.022366,-0.49964,-0.094259
-0.61561,1.2471,0.54935,0.074488,-1.4096,-0.023707,-0.4732,-0.016256
-0.6086,-0.12371,-0.078769,0.0352,-1.4566,-0.026133,-0.51306,-0.053955
-0.62212,0.99789,0.74572,0.061739,-1.4068,-0.023605,-0.47535,-0.065151
-0.6058,0.15358,-0.18401,-0.026255,-1.456,-0.02268,-0.53561,-0.016207
-0.6188,0.39915,0.61606,-0.054933,-1.4186,-0.020575,-0.53732,-0.10784
-0.61053,0.77804,-0.029041,-0.10151,-1.43,-0.021262,-0.62758,0.013704
-0.60948,0.037155,0.37977,-0.06142,-1.4242,-0.017322,-0.63884,-0.12188
-0.61725,0.97468,0.22621,-0.026338,-1.4033,-0.018349,-0.60798,0.0040417
-0.60803,-0.23218,-0.036679,-0.024206,-1.4274,-0.014761,-0.66549,-0.10115
-0.61268,1.102,0.4838,0.023349,-1.3754,-0.016943,-0.63454,-0.025651
-0.6185,0.020188,-0.32311,0.0078187,-1.4096,-0.017322,-0.67156,-0.046776
-0.60138,1.0265,0.61252,0.095292,-1.3522,-0.017437,-0.65119,-0.082309
-0.62593,0.46432,-0.89672,0.063396,-1.3626,-0.016372,-0.66829,-0.028595
-0.60028,0.44367,0.37129,0.10198,-1.3479,-0.019716,-0.63526,-0.10818
-0.61782,0.94879,-0.35683,0.10996,-1.3533,-0.011418,-0.62674,-0.017546
-0.61507,-0.05581,0.014328,0.10241,-1.3574,0.01164,-0.62261,-0.12522
-0.60344,1.1353,0.042363,0.060731,-1.3422,0.0061983,-0.5812,-0.014893
-0.62294,0.23445,-0.63837,-0.0004411,-1.3679,0.010203,-0.5619,-0.08484
-0.60165,1.2339,0.55727,0.01085,-1.361,0.011717,-0.50772,-0.044975
-0.61976,0.21438,-0.61411,0.0076967,-1.4025,0.014284,-0.47583,-0.02329
-0.60934,0.79029,0.66563,0.032078,-1.3892,0.016178,-0.4419,-0.074205
-0.6064,0.88963,-0.73028,0.021063,-1.4042,0.016171,-0.46155,-0.035507
-0.62052,0.60819,0.38201,0.042072,-1.3988,0.018039,-0.43903,-0.10314
-0.6051,1.1733,-0.47655,0.064706,-1.3957,0.018436,-0.4102,-0.019834
-0.61406,0.30195,-0.31225,0.084425,-1.4034,0.016165,-0.42278,-0.098104
-0.61448,1.3728,0.14591,0.11459,-1.3769,0.015946,-0.45049,-0.029739
-0.60475,0.3026,-0.91409,0.091522,-1.3836,0.010774,-0.51809,-0.084159
-0.62197,1.2051,0.55284,0.08991,-1.3483,0.011319,-0.53832,-0.063885
-0.607,0.61153,-0.95081,0.011544,-1.3664,0.0071288,-0.5861,-0.030835
-0.61266,0.88461,0.63703,0.017999,-1.353,0.011486,-0.59441,-0.079681
-0.61676,0.9735,-0.91273,0.017312,-1.3569,0.0071738,-0.60939,-0.046508
-0.60529,0.54539,0.099363,0.054886,-1.3608,0.0071802,-0.61451,-0.10925
-0.61596,1.1777,-0.10996,0.074456,-1.3574,0.0054603,-0.6295,-0.017911
-0.609,0.52599,-0.21467,0.088445,-1.3747,0.0067502,-0.67492,-0.080484
-0.61098,1.3405,0.2745,0.1192,-1.3641,0.0069877,-0.66077,-0.037527
-0.61518,0.41784,-1.0357,0.1057,-1.3964,0.0083353,-0.62273,-0.058507
-0.60294,1.1479,0.63978,0.10793,-1.3706,-0.0036718,-0.56541,-0.067293
-0.61831,0.84836,-0.70708,0.050987,-1.3667,-0.023297,-0.56313,-0.038112
-0.60614,1.0063,0.58524,0.032438,-1.3456,-0.018381,-0.52584,-0.082236
-0.61038,1.1459,-0.3594,-0.00049891,-1.3387,-0.021891,-0.54164,-0.03597
-0.61705,0.56687,0.094911,-0.011822,-1.3403,-0.022995,-0.56469,-0.086033
-0.60121,1.3427,0.37926,-0.045299,-1.3115,-0.022488,-0.53406,-0.040034
-0.6202,0.59483,0.19874,-0.04975,-1.3024,-0.02397,-0.55222,-0.068339
-0.60502,1.3685,0.49849,-0.012555,-1.2689,-0.026338,-0.54003,-0.063764
-0.60989,0.67873,-0.30771,-0.020192,-1.2605,-0.024708,-0.56187,-0.054272
-0.61579,1.1434,0.51981,0.035013,-1.235,-0.022674,-0.59976,-0.078001
-0.60103,0.84085,-0.046418,0.066845,-1.2309,-0.024843,-0.61763,-0.03945
-0.61854,0.80376,0.45074,0.093513,-1.2112,-0.025953,-0.6027,-0.080995
-0.60491,1.1949,0.17009,0.079742,-1.1938,-0.025145,-0.59011,-0.039036
-0.6105,0.55827,0.348,0.068277,-1.188,-0.025973,-0.59776,-0.077466
-0.61598,1.3632,0.26658,0.054012,-1.1659,-0.028148,-0.59558,-0.035775
-0.60498,0.45342,-0.15214,0.0090391,-1.1777,-0.029964,-0.59401,-0.062912
-0.61994,1.3524,0.48435,0.035534,-1.1577,-0.030215,-0.55646,-0.063277
-0.60727,0.68165,-0.17284,0.0054423,-1.1761,-0.02983,-0.55823,-0.049867
-0.61152,1.031,0.53428,0.016111,-1.1619,-0.028302,-0.50716,-0.082699
-0.61472,1.0634,-0.18872,-0.0028625,-1.1657,-0.024343,-0.45072,-0.020759
-0.6065,0.69196,0.31416,-0.008444,-1.1629,-0.027596,-0.38247,-0.093578
-0.61614,1.3031,0.033099,-0.016897,-1.1478,-0.010551,-0.36627,-0.024361
-0.60826,0.57835,-0.043996,0.0075233,-1.1509,0.0050624,-0.40462,-0.087298
-0.60817,1.4535,0.25561,0.025873,-1.1228,-0.0019391,-0.36935,-0.035434
-0.61922,0.31604,-0.32581,-0.0089579,-1.1313,0.0033297,-0.37309,-0.051668
-0.60484,1.1891,0.4275,-0.01014,-1.0768,0.006301,-0.38532,-0.068412
-0.61953,0.60475,-0.25741,-0.028522,-1.0645,0.00727,-0.4534,-0.022949
-0.60465,0.75598,0.41489,-0.0034856,-1.0125,0.0080145,-0.49821,-0.098518
-0.61347,0.81328,-0.36197,-0.014366,-1.0577,0.005563,-0.61794,0.032274
-0.61049,0.092885,0.11116,0.0024813,-1.0493,0.003811,-0.6733,-0.080557
-0.60744,1.358,-0.13413,0.0019161,-0.98989,0.0027778,-0.65857,-0.028839
-0.60766,-0.16618,-0.38325,-0.033275,-1.07,0.0034837,-0.75085,-0.1001
-0.61692,1.0485,0.37691,0.036625,-0.95163,0.004241,-0.6978,-0.025091
-0.59052,-0.23293,-0.23954,0.016914,-1.0661,0.0030409,-0.82817,-0.034485
-0.62737,0.78997,0.52504,0.10456,-0.9348,0.0049341,-0.68132,-0.09679
-0.57754,0.0302,-0.23965,0.0090391,-1.1368,-0.0015733,-0.84062,0.10008
-0.43509,0.32499,0.46265,0.058495,-0.97758,0.0034452,-0.65656,-0.12621
-0.43097,0.64954,-0.18053,0.0093538,-1.0241,-0.0026771,-0.65816,0.079124
-0.41217,-0.36733,0.10904,0.024897,-0.97665,0.0031179,-0.60098,-0.11273
-0.61205,1.1787,0.12052,-0.0021881,-0.85978,-0.0012588,-0.43393,0.054129
-0.42317,-0.98401,-0.3379,-0.097112,-0.99329,0.0032013,-0.61353,0.0065485
-0.39496,1.1261,0.35315,-0.018258,-0.69106,0.0040099,-0.29454,-0.060064
-0.55493,-0.71372,-0.54307,-0.097568,-0.88501,0.0027264,-0.445,0.10843
-0.34469,0.6484,0.40538,0.024782,-0.71569,-0.014569,-0.31409,-0.15491
-0.44108,-0.023526,-0.56333,-0.073784,-0.84848,-0.032172,-0.48744,0.19928
-0.2959,-0.20039,0.12713,0.0096621,-0.72894,-0.020505,-0.51504,-0.1451
-0.40071,0.62948,-0.116,-0.013948,-0.69946,-0.023784,-0.56618,0.14179
-0.64289,-0.84739,-0.059632,0.013195,-0.74766,-0.021699,-0.66354,-0.054223
-0.17487,1.142,0.11375,0.073512,-0.66325,-0.021153,-0.63347,0.030156
-0.45522,-1.2839,-0.39084,0.013991,-0.8078,-0.020139,-0.83068,0.11502
-0.5625,0.99342,0.38322,0.095954,-0.62243,-0.017585,-0.70019,-0.11037
-0.22084,-0.69328,-0.34716,-0.0062346,-0.75784,-0.022687,-0.82095,0.19193
-0.50836,0.40044,0.40636,0.040813,-0.64835,-0.017072,-0.6428,-0.16433
-0.27846,0.07159,-0.32744,-0.057894,-0.75178,-0.015884,-0.66204,0.20605
-0.52647,-0.50401,0.18925,0.0032521,-0.70271,-0.011514,-0.55283,-0.11166
-0.45106,0.87497,0.10863,0.0060717,-0.64353,-0.014267,-0.38173,0.095942
-0.24804,-0.9717,0.023476,-0.047643,-0.74298,-0.013195,-0.39447,-0.0082246
-0.50293,1.2071,0.36928,0.0023272,-0.64337,-0.01523,-0.21279,-0.019347
-0.28879,-1.0898,-0.33367,-0.09735,-0.81267,-0.019619,-0.34548,0.14425
-0.5394,0.79064,0.48006,0.021891,-0.62387,-0.019844,-0.16229,-0.13904
-0.28463,-0.44603,-0.30138,-0.045645,-0.74806,-0.022757,-0.28909,0.24433
-0.36509,0.18921,0.44135,0.088131,-0.64246,-0.020678,-0.2745,-0.1799
-0.44803,0.22723,-0.30694,0.026522,-0.71474,-0.01874,-0.42466,0.24635
-0.3678,-0.77746,-0.0012695,0.048572,-0.66303,-0.021217,-0.49741,-0.068996
-0.4192,1.016,0.093106,0.032669,-0.54231,0.0016419,-0.49611,0.082677
-0.43634,-1.1962,-0.15926,-0.023827,-0.6377,0.012815,-0.64744,0.061187
-0.4167,1.0841,0.35091,0.06486,-0.5263,0.0079759,-0.52924,-0.062985
-0.50153,-1.0394,-0.38315,-0.013518,-0.63684,0.0087396,-0.66447,0.15416
-0.35935,0.53899,0.39158,0.059703,-0.56235,0.0080016,-0.65711,-0.16004
-0.45581,-0.3734,-0.36509,-0.061645,-0.6553,0.010543,-0.7269,0.20507
-0.37452,-0.17479,0.31979,0.009842,-0.63062,0.014445,-0.62787,-0.16056
-0.37846,0.65489,0.055981,-0.014295,-0.63554,0.01594,-0.57809,0.16073
-0.42422,-0.56544,0.19493,-0.048234,-0.64612,0.012224,-0.55141,-0.075957
-0.39411,1.2903,0.33973,-0.080246,-0.59727,0.012256,-0.43342,0.017914
-0.20383,-0.48767,-0.012878,-0.1456,-0.66225,0.012622,-0.40937,0.024266
-0.57999,1.2694,0.5613,-0.052768,-0.57407,0.012783,-0.27741,-0.10015
-0.36955,-0.17888,-0.072364,-0.076874,-0.64001,0.013014,-0.34507,0.11746
-0.339,0.83404,0.58827,0.029355,-0.58269,0.01501,-0.27434,-0.15435
-0.50875,0.12507,-0.14521,-0.027661,-0.64759,0.013854,-0.28902,0.1847
-0.29839,-0.38849,0.34386,0.027858,-0.63521,0.017609,-0.30947,-0.15338
-0.57432,0.88058,0.090498,0.02446,-0.61232,0.017288,-0.3836,0.10441
-0.27184,-0.24615,0.024549,0.072253,-0.65414,0.014252,-0.49926,-0.053493
-0.31723,1.262,0.33128,0.15183,-0.58434,0.011717,-0.50644,-0.0092225
-0.40029,-0.28304,-0.25856,0.092961,-0.65,0.013059,-0.65117,0.045854
-0.3992,1.2545,0.4548,0.09641,-0.56715,0.013854,-0.61137,-0.094137
-0.30351,0.33057,-0.22395,-0.021855,-0.62629,0.015741,-0.68311,0.040183
-0.47404,0.79161,0.47433,0.049073,-0.57745,-0.0020353,-0.65334,-0.12743
-0.35695,0.89723,-0.070778,0.06576,-0.60538,-0.016263,-0.66443,0.076861
-0.43753,0.44125,0.2889,0.068329,-0.61274,-0.010795,-0.655,-0.12254
-0.3831,1.4204,0.17461,0.035932,-0.58698,-0.016924,-0.61861,0.025581
-0.29659,0.22475,-0.0060939,-0.016954,-0.62974,-0.01926,-0.61565,-0.11918
-0.45326,1.4448,0.44677,0.0003746,-0.57726,-0.021493,-0.49772,-0.0077135
-0.348,0.19206,-0.22449,-0.029248,-0.63638,-0.022546,-0.51228,-0.064494
-0.50893,1.0402,0.59439,0.039741,-0.58649,-0.017983,-0.44651,-0.086812
-0.36588,0.51577,0.041251,-0.008611,-0.63746,-0.01607,-0.4434,0.012974
-0.45113,0.62386,0.57168,0.041032,-0.62139,-0.011013,-0.39809,-0.12458
-0.46908,1.1081,0.029168,0.029605,-0.64293,-0.012984,-0.4156,0.040622
-0.4375,0.23091,0.17955,0.084784,-0.67034,-0.014036,-0.44611,-0.135
-0.56836,1.3648,0.34369,0.12093,-0.65495,-0.017251,-0.47822,0.040183
-0.31697,0.23532,-0.0084194,0.11188,-0.73041,-0.017777,-0.58524,-0.088004
-0.5185,1.4548,0.5044,0.13079,-0.66232,-0.018503,-0.57498,-0.034607
-0.48349,0.42107,-0.15738,0.026773,-0.72271,-0.017502,-0.70398,-0.0090278
-0.38029,0.95468,0.52003,0.060943,-0.66131,-0.019228,-0.69392,-0.10297
-0.42321,0.66421,-0.22473,0.010221,-0.68915,-0.015839,-0.76338,0.043639
-0.39622,0.47458,0.37761,-0.0059969,-0.67279,-0.014113,-0.77328,-0.14666
-0.31123,1.0989,0.10775,-0.07627,-0.67449,-0.010898,-0.73139,0.048823
-0.47501,0.083111,0.1475,-0.0825,-0.71684,-0.017604,-0.7,-0.14663
-0.4034,1.4442,0.43495,-0.029954,-0.68757,0.0082583,-0.65181,0.016065
-0.40375,0.28092,-0.094033,-0.01172,-0.75872,0.019957,-0.68114,-0.080435
-0.47049,1.35,0.67384,0.033215,-0.724,0.011724,-0.57091,-0.049015
-0.37213,0.39316,-0.14474,0.004299,-0.80243,0.012045,-0.56001,-0.017595
-0.41868,0.7563,0.64227,0.10444,-0.78801,0.0073021,-0.48506,-0.12166
-0.49444,0.77602,-0.061964,0.1384,-0.8319,0.010299,-0.49139,0.034123
-0.40676,0.2692,0.35876,0.19385,-0.84979,0.012609,-0.47418,-0.15579
-0.44984,1.3049,0.19371,0.19313,-0.85351,0.016774,-0.48015,0.037725
-0.46336,0.17059,0.054157,0.16634,-0.90758,0.014605,-0.56695,-0.12909
-0.52083,1.3833,0.47352,0.17908,-0.87715,0.017358,-0.56024,-0.006448
-0.43994,0.20507,-0.22195,0.1092,-0.94915,0.016851,-0.65054,-0.055781
-0.49747,1.1635,0.56038,0.12021,-0.90168,0.020015,-0.63033,-0.076468
-0.45157,0.6261,-0.27252,0.0452,-0.94444,0.017442,-0.70253,-0.0043792
-0.52002,0.84174,0.47885,0.086422,-0.91806,0.019572,-0.70635,-0.13661
-0.35212,1.1291,-0.063974,0.040319,-0.93256,0.018745,-0.7098,0.052133
-0.43991,0.35989,0.24502,0.052798,-0.94457,0.019277,-0.70696,-0.14223
-0.55398,1.2893,0.26463,0.056665,-0.91605,0.016742,-0.69042,0.022758
-0.42523,0.081994,-0.03946,0.037319,-0.96413,0.017288,-0.73256,-0.10796
-0.51654,1.3709,0.53612,0.10765,-0.91261,0.016595,-0.66201,-0.028425
-0.4386,0.024921,-0.14489,0.11787,-1.0087,0.013643,-0.69901,0.0016079
-0.41406,0.92301,0.55025,0.24145,-0.95271,0.013136,-0.59637,-0.11193
-0.42087,0.41355,-0.086754,0.19852,-1.0122,0.01216,-0.63018,0.074427
-0.45808,0.44357,0.42919,0.21783,-1.0028,0.00035196,-0.59935,-0.13276
-0.42155,1.0374,0.071939,0.13109,-1.0222,-0.012355,-0.6028,0.061698
-0.43999,-0.31853,0.15687,0.12213,-1.0799,-0.0042365,-0.61085,-0.1157
-0.40984,1.3201,0.29731,0.1274,-1.0543,-0.0082796,-0.54719,0.018936
-0.41167,-0.11322,-0.10745,0.025045,-1.1337,-0.010532,-0.63685,-0.055805
-0.49877,1.227,0.4607,0.071174,-1.0686,-0.015146,-0.60407,-0.062887
-0.33041,0.082218,-0.25191,-0.014578,-1.1532,-0.015846,-0.69122,0.050892
-0.39858,0.83032,0.46518,0.042445,-1.0822,-0.012457,-0.6279,-0.12015
-0.45917,0.56247,-0.23943,-0.033789,-1.1151,-0.012592,-0.65195,0.058534
-0.40527,0.26973,0.24667,0.019463,-1.0946,-0.010763,-0.6334,-0.14357
-0.37245,1.0739,0.067044,0.012295,-1.0817,-0.010295,-0.61715,0.079465
-0.49041,-0.42637,-0.040385,0.027543,-1.1256,-0.011219,-0.69365,-0.075154
-0.38795,1.2311,0.33459,0.1046,-1.0359,-0.010737,-0.65059,-0.01078
-0.46649,-0.4408,-0.21825,0.055881,-1.1616,-0.010808,-0.75482,0.00092643
-0.51395,1.0723,0.53177,0.12152,-1.0438,-0.0091909,-0.64565,-0.086593
-0.33759,-0.33102,-0.17977,0.025899,-1.1839,-0.013985,-0.78055,0.14737
-0.52461,0.35894,0.50286,0.13181,-1.0899,-0.011944,-0.71385,-0.1523
-0.46459,0.34904,-0.24761,0.089711,-1.1535,-0.012868,-0.80266,0.14299
-0.48487,-0.52622,0.16562,0.12396,-1.1174,-0.0045767,-0.79948,-0.14196
-0.47121,0.83115,-0.0042952,0.087238,-1.1161,-0.0035563,-0.78991,0.098254
-0.47698,-1.0623,-0.28782,0.023966,-1.1747,-0.0041788,-0.93282,-0.06537
-0.52,1.1715,0.39558,0.092036,-0.88352,-0.0036975,-0.6507,-0.0085897
-0.45198,-0.71482,-0.59489,0.0018069,-1.0887,0.036065,-0.86167,0.06788
-0.53549,0.96923,0.50685,0.13518,-0.78508,0.037496,-0.58885,-0.12994
-0.48157,0.013188,-0.66879,0.017864,-1.001,0.032683,-0.77326,0.15367
-0.49618,0.21562,0.2849,0.10523,-0.82539,0.04023,-0.6019,-0.17348
-0.44852,0.60318,-0.41985,0.047223,-0.86896,0.034095,-0.60199,0.17124
-0.54867,-0.72387,-0.18143,0.069061,-0.86908,0.041912,-0.6428,-0.12244
-0.52821,1.0889,-0.023041,0.096699,-0.7047,0.037638,-0.45062,0.057001
-0.54798,-1.1533,-0.6098,0.072767,-0.88453,0.041045,-0.65407,-0.014017
-0.48367,1.0434,0.33937,0.18981,-0.59057,0.043927,-0.40528,-0.066246
-0.47277,-0.78061,-0.80464,0.11076,-0.83206,0.044363,-0.66023,0.10032
-0.51398,0.13657,0.40892,0.21764,-0.5454,0.048875,-0.40548,-0.1728
-0.43733,-0.1695,-0.68763,0.11533,-0.7146,0.049619,-0.59094,0.17207
-0.49761,-0.40752,0.19934,0.18562,-0.58347,0.054342,-0.54694,-0.18767
-0.57637,0.81035,-0.23911,0.16461,-0.57948,0.05098,-0.56087,0.13561
-0.48787,-1.0613,-0.20406,0.17202,-0.65112,0.053078,-0.64473,-0.10098
-0.48887,1.0986,0.20231,0.1997,-0.45852,0.05105,-0.44177,0.03001
-0.4837,-1.3119,-0.5715,0.058547,-0.66893,0.048265,-0.714,0.038139
-0.58932,0.89745,0.47327,0.10854,-0.37616,0.049337,-0.46828,-0.10229
-0.47265,-0.89732,-0.58289,-0.048292,-0.55603,0.0477,-0.61424,0.18852
-0.53015,-0.023006,0.40352,0.0466,-0.38512,0.049074,-0.38879,-0.19881
-0.5394,0.045305,-0.33234,-0.074337,-0.44562,0.043734,-0.4086,0.23068
-0.45429,-0.85268,0.1274,-0.046281,-0.40878,0.045396,-0.41315,-0.15418
-0.55036,0.83619,-0.076778,-0.058054,-0.35502,0.04385,-0.34345,0.15856
-0.49119,-1.5126,-0.21256,-0.086964,-0.44406,0.041507,-0.44306,-0.019931
-0.54498,0.93523,0.21679,-0.011655,-0.29163,0.042271,-0.36815,0.010783
-0.55463,-1.7593,-0.52097,-0.072622,-0.44378,0.044094,-0.57567,0.17385
-0.54539,0.39731,0.40296,0.10006,-0.26403,0.050062,-0.42019,-0.14006
-0.50138,-0.61556,-0.37698,0.067629,-0.38569,0.049934,-0.56238,0.21734
-0.60708,-0.30947,0.3387,0.20834,-0.31723,0.054291,-0.56353,-0.16418
